"year","variable","ensemble","model","experiment","value","problem"
2008,"heatflux","r1i1p1","BNU-ESM","esmHistorical",1.79275172948837,NA
2009,"heatflux","r1i1p1","BNU-ESM","esmHistorical",1.75271914402644,NA
2010,"heatflux","r1i1p1","BNU-ESM","esmHistorical",2.08078185717265,NA
2011,"heatflux","r1i1p1","BNU-ESM","esmHistorical",1.74307372172674,NA
2012,"heatflux","r1i1p1","BNU-ESM","esmHistorical",1.68822156389554,NA
1850,"heatflux","r1i1p1","CanESM2","esmHistorical",0.60820734500885,NA
1851,"heatflux","r1i1p1","CanESM2","esmHistorical",0.781256298224131,NA
1852,"heatflux","r1i1p1","CanESM2","esmHistorical",0.369445125261943,NA
1853,"heatflux","r1i1p1","CanESM2","esmHistorical",0.733606596787771,NA
1854,"heatflux","r1i1p1","CanESM2","esmHistorical",0.908206045627594,NA
1855,"heatflux","r1i1p1","CanESM2","esmHistorical",0.453994731108348,NA
1856,"heatflux","r1i1p1","CanESM2","esmHistorical",0.271778325239817,NA
1857,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.529550721247991,NA
1858,"heatflux","r1i1p1","CanESM2","esmHistorical",0.580358803272247,NA
1859,"heatflux","r1i1p1","CanESM2","esmHistorical",0.453010519345601,NA
1860,"heatflux","r1i1p1","CanESM2","esmHistorical",0.82138854265213,NA
1861,"heatflux","r1i1p1","CanESM2","esmHistorical",1.35590068499247,NA
1862,"heatflux","r1i1p1","CanESM2","esmHistorical",0.937408328056335,NA
1863,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.0350889960924784,NA
1864,"heatflux","r1i1p1","CanESM2","esmHistorical",0.761899967988332,NA
1865,"heatflux","r1i1p1","CanESM2","esmHistorical",0.394120315710704,NA
1866,"heatflux","r1i1p1","CanESM2","esmHistorical",0.918685972690582,NA
1867,"heatflux","r1i1p1","CanESM2","esmHistorical",0.754624525705973,NA
1868,"heatflux","r1i1p1","CanESM2","esmHistorical",0.616293966770172,NA
1869,"heatflux","r1i1p1","CanESM2","esmHistorical",0.467366556326548,NA
1870,"heatflux","r1i1p1","CanESM2","esmHistorical",0.735504984855652,NA
1871,"heatflux","r1i1p1","CanESM2","esmHistorical",0.675764302412669,NA
1872,"heatflux","r1i1p1","CanESM2","esmHistorical",0.877878467241923,NA
1873,"heatflux","r1i1p1","CanESM2","esmHistorical",0.71654619773229,NA
1874,"heatflux","r1i1p1","CanESM2","esmHistorical",0.580611228942871,NA
1875,"heatflux","r1i1p1","CanESM2","esmHistorical",0.694708506266276,NA
1876,"heatflux","r1i1p1","CanESM2","esmHistorical",0.133226821819941,NA
1877,"heatflux","r1i1p1","CanESM2","esmHistorical",1.00754380226135,NA
1878,"heatflux","r1i1p1","CanESM2","esmHistorical",0.63536806901296,NA
1879,"heatflux","r1i1p1","CanESM2","esmHistorical",0.801383634408315,NA
1880,"heatflux","r1i1p1","CanESM2","esmHistorical",0.719113409519196,NA
1881,"heatflux","r1i1p1","CanESM2","esmHistorical",1.08391318718592,NA
1882,"heatflux","r1i1p1","CanESM2","esmHistorical",0.742030958334605,NA
1883,"heatflux","r1i1p1","CanESM2","esmHistorical",-1.01216913263003,NA
1884,"heatflux","r1i1p1","CanESM2","esmHistorical",-2.01423647006353,NA
1885,"heatflux","r1i1p1","CanESM2","esmHistorical",0.079300324122111,NA
1886,"heatflux","r1i1p1","CanESM2","esmHistorical",1.68592474361261,NA
1887,"heatflux","r1i1p1","CanESM2","esmHistorical",0.749623000621796,NA
1888,"heatflux","r1i1p1","CanESM2","esmHistorical",1.14003378152847,NA
1889,"heatflux","r1i1p1","CanESM2","esmHistorical",0.843547582626343,NA
1890,"heatflux","r1i1p1","CanESM2","esmHistorical",-1.19165597359339,NA
1891,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.311249891916911,NA
1892,"heatflux","r1i1p1","CanESM2","esmHistorical",1.23679842551549,NA
1893,"heatflux","r1i1p1","CanESM2","esmHistorical",1.49128256241481,NA
1894,"heatflux","r1i1p1","CanESM2","esmHistorical",1.22473446528117,NA
1895,"heatflux","r1i1p1","CanESM2","esmHistorical",1.30177611112595,NA
1896,"heatflux","r1i1p1","CanESM2","esmHistorical",0.791605035463969,NA
1897,"heatflux","r1i1p1","CanESM2","esmHistorical",1.08343515793482,NA
1898,"heatflux","r1i1p1","CanESM2","esmHistorical",1.01959443092346,NA
1899,"heatflux","r1i1p1","CanESM2","esmHistorical",0.567025184631348,NA
1900,"heatflux","r1i1p1","CanESM2","esmHistorical",0.961628079414368,NA
1901,"heatflux","r1i1p1","CanESM2","esmHistorical",1.14311749736468,NA
1902,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.081319530804952,NA
1903,"heatflux","r1i1p1","CanESM2","esmHistorical",-1.96107655763626,NA
1904,"heatflux","r1i1p1","CanESM2","esmHistorical",0.253582914670308,NA
1905,"heatflux","r1i1p1","CanESM2","esmHistorical",1.25938582420349,NA
1906,"heatflux","r1i1p1","CanESM2","esmHistorical",1.2665594915549,NA
1907,"heatflux","r1i1p1","CanESM2","esmHistorical",1.42770384748777,NA
1908,"heatflux","r1i1p1","CanESM2","esmHistorical",1.23558781544367,NA
1909,"heatflux","r1i1p1","CanESM2","esmHistorical",1.24317203958829,NA
1910,"heatflux","r1i1p1","CanESM2","esmHistorical",1.15316940347354,NA
1911,"heatflux","r1i1p1","CanESM2","esmHistorical",0.983785152435303,NA
1912,"heatflux","r1i1p1","CanESM2","esmHistorical",0.420369605223338,NA
1913,"heatflux","r1i1p1","CanESM2","esmHistorical",0.385513170311848,NA
1914,"heatflux","r1i1p1","CanESM2","esmHistorical",0.935588717460632,NA
1915,"heatflux","r1i1p1","CanESM2","esmHistorical",1.48436645666758,NA
1916,"heatflux","r1i1p1","CanESM2","esmHistorical",0.743841866652171,NA
1917,"heatflux","r1i1p1","CanESM2","esmHistorical",0.732064525286357,NA
1918,"heatflux","r1i1p1","CanESM2","esmHistorical",0.96389435728391,NA
1919,"heatflux","r1i1p1","CanESM2","esmHistorical",0.910720785458883,NA
1920,"heatflux","r1i1p1","CanESM2","esmHistorical",0.922674596309662,NA
1921,"heatflux","r1i1p1","CanESM2","esmHistorical",0.252979854742686,NA
1922,"heatflux","r1i1p1","CanESM2","esmHistorical",0.334973156452179,NA
1923,"heatflux","r1i1p1","CanESM2","esmHistorical",0.946269989013672,NA
1924,"heatflux","r1i1p1","CanESM2","esmHistorical",0.885514458020528,NA
1925,"heatflux","r1i1p1","CanESM2","esmHistorical",0.795219361782074,NA
1926,"heatflux","r1i1p1","CanESM2","esmHistorical",1.10374065240224,NA
1927,"heatflux","r1i1p1","CanESM2","esmHistorical",0.896965622901917,NA
1928,"heatflux","r1i1p1","CanESM2","esmHistorical",0.355074306329091,NA
1929,"heatflux","r1i1p1","CanESM2","esmHistorical",0.361883719762166,NA
1930,"heatflux","r1i1p1","CanESM2","esmHistorical",0.820402572552363,NA
1931,"heatflux","r1i1p1","CanESM2","esmHistorical",0.904994308948517,NA
1932,"heatflux","r1i1p1","CanESM2","esmHistorical",0.48442268371582,NA
1933,"heatflux","r1i1p1","CanESM2","esmHistorical",0.754567464192708,NA
1934,"heatflux","r1i1p1","CanESM2","esmHistorical",1.06747853755951,NA
1935,"heatflux","r1i1p1","CanESM2","esmHistorical",1.24393661816915,NA
1936,"heatflux","r1i1p1","CanESM2","esmHistorical",0.790108025074005,NA
1937,"heatflux","r1i1p1","CanESM2","esmHistorical",1.00062863125155,NA
1938,"heatflux","r1i1p1","CanESM2","esmHistorical",0.965323587258657,NA
1939,"heatflux","r1i1p1","CanESM2","esmHistorical",0.787878712018331,NA
1940,"heatflux","r1i1p1","CanESM2","esmHistorical",0.306232253710429,NA
1941,"heatflux","r1i1p1","CanESM2","esmHistorical",1.43289677302043,NA
1942,"heatflux","r1i1p1","CanESM2","esmHistorical",1.10983135799567,NA
1943,"heatflux","r1i1p1","CanESM2","esmHistorical",0.84513787428538,NA
1944,"heatflux","r1i1p1","CanESM2","esmHistorical",1.13319665193558,NA
1945,"heatflux","r1i1p1","CanESM2","esmHistorical",0.793780485788981,NA
1946,"heatflux","r1i1p1","CanESM2","esmHistorical",1.0381835103035,NA
1947,"heatflux","r1i1p1","CanESM2","esmHistorical",0.925679127375285,NA
1948,"heatflux","r1i1p1","CanESM2","esmHistorical",0.830283065636953,NA
1949,"heatflux","r1i1p1","CanESM2","esmHistorical",1.13974436124166,NA
1950,"heatflux","r1i1p1","CanESM2","esmHistorical",0.580607116222382,NA
1951,"heatflux","r1i1p1","CanESM2","esmHistorical",0.626190920670827,NA
1952,"heatflux","r1i1p1","CanESM2","esmHistorical",0.890647689501444,NA
1953,"heatflux","r1i1p1","CanESM2","esmHistorical",0.987394313017527,NA
1954,"heatflux","r1i1p1","CanESM2","esmHistorical",1.64108721415202,NA
1955,"heatflux","r1i1p1","CanESM2","esmHistorical",0.744970063368479,NA
1956,"heatflux","r1i1p1","CanESM2","esmHistorical",1.58452014128367,NA
1957,"heatflux","r1i1p1","CanESM2","esmHistorical",1.38128819068273,NA
1958,"heatflux","r1i1p1","CanESM2","esmHistorical",0.829243282477061,NA
1959,"heatflux","r1i1p1","CanESM2","esmHistorical",0.776246805985769,NA
1960,"heatflux","r1i1p1","CanESM2","esmHistorical",0.910810907681783,NA
1961,"heatflux","r1i1p1","CanESM2","esmHistorical",0.953923940658569,NA
1962,"heatflux","r1i1p1","CanESM2","esmHistorical",0.981131732463837,NA
1963,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.934585154056549,NA
1964,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.163661360740662,NA
1965,"heatflux","r1i1p1","CanESM2","esmHistorical",0.943040827910105,NA
1966,"heatflux","r1i1p1","CanESM2","esmHistorical",1.35529281695684,NA
1967,"heatflux","r1i1p1","CanESM2","esmHistorical",1.367826739947,NA
1968,"heatflux","r1i1p1","CanESM2","esmHistorical",1.07630279660225,NA
1969,"heatflux","r1i1p1","CanESM2","esmHistorical",1.36498461912076,NA
1970,"heatflux","r1i1p1","CanESM2","esmHistorical",0.968693812688192,NA
1971,"heatflux","r1i1p1","CanESM2","esmHistorical",1.29704864819845,NA
1972,"heatflux","r1i1p1","CanESM2","esmHistorical",1.26215650637945,NA
1973,"heatflux","r1i1p1","CanESM2","esmHistorical",1.24502424399058,NA
1974,"heatflux","r1i1p1","CanESM2","esmHistorical",1.10306658347448,NA
1975,"heatflux","r1i1p1","CanESM2","esmHistorical",0.515942215919495,NA
1976,"heatflux","r1i1p1","CanESM2","esmHistorical",0.897482405106227,NA
1977,"heatflux","r1i1p1","CanESM2","esmHistorical",1.08840847015381,NA
1978,"heatflux","r1i1p1","CanESM2","esmHistorical",1.13938563565413,NA
1979,"heatflux","r1i1p1","CanESM2","esmHistorical",1.30501679579417,NA
1980,"heatflux","r1i1p1","CanESM2","esmHistorical",1.421595454216,NA
1981,"heatflux","r1i1p1","CanESM2","esmHistorical",1.11851040522257,NA
1982,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.0585951109727224,NA
1983,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.080891231695811,NA
1984,"heatflux","r1i1p1","CanESM2","esmHistorical",1.5225578546524,NA
1985,"heatflux","r1i1p1","CanESM2","esmHistorical",1.69338142871857,NA
1986,"heatflux","r1i1p1","CanESM2","esmHistorical",1.55214418967565,NA
1987,"heatflux","r1i1p1","CanESM2","esmHistorical",1.55272658665975,NA
1988,"heatflux","r1i1p1","CanESM2","esmHistorical",1.9325627918976,NA
1989,"heatflux","r1i1p1","CanESM2","esmHistorical",1.88821067412694,NA
1990,"heatflux","r1i1p1","CanESM2","esmHistorical",1.43747516473134,NA
1991,"heatflux","r1i1p1","CanESM2","esmHistorical",0.0994838252663612,NA
1992,"heatflux","r1i1p1","CanESM2","esmHistorical",-0.51063479979833,NA
1993,"heatflux","r1i1p1","CanESM2","esmHistorical",1.74565460284551,NA
1994,"heatflux","r1i1p1","CanESM2","esmHistorical",2.05610334873199,NA
1995,"heatflux","r1i1p1","CanESM2","esmHistorical",2.00919816891352,NA
1996,"heatflux","r1i1p1","CanESM2","esmHistorical",1.93460631370544,NA
1997,"heatflux","r1i1p1","CanESM2","esmHistorical",2.01824289560318,NA
1998,"heatflux","r1i1p1","CanESM2","esmHistorical",1.89710927009583,NA
1999,"heatflux","r1i1p1","CanESM2","esmHistorical",2.38778805732727,NA
2000,"heatflux","r1i1p1","CanESM2","esmHistorical",1.42347534000874,NA
2001,"heatflux","r1i1p1","CanESM2","esmHistorical",1.7294576416413,NA
2002,"heatflux","r1i1p1","CanESM2","esmHistorical",2.21137667695681,NA
2003,"heatflux","r1i1p1","CanESM2","esmHistorical",1.02391292651494,NA
2004,"heatflux","r1i1p1","CanESM2","esmHistorical",1.8996005654335,NA
2005,"heatflux","r1i1p1","CanESM2","esmHistorical",1.55097657442093,NA
2006,"heatflux","r1i1p1","CanESM2","esmHistorical",1.99355820814768,NA
2007,"heatflux","r1i1p1","CanESM2","esmHistorical",1.77290578434865,NA
2008,"heatflux","r1i1p1","CanESM2","esmHistorical",1.77396468321482,NA
2009,"heatflux","r1i1p1","CanESM2","esmHistorical",1.75754155715307,NA
2010,"heatflux","r1i1p1","CanESM2","esmHistorical",2.07164562741915,NA
2011,"heatflux","r1i1p1","CanESM2","esmHistorical",1.73690325021744,NA
2012,"heatflux","r1i1p1","CanESM2","esmHistorical",1.71141749620438,NA
NA,NA,"r1i1p1","CESM1-BGC","esmHistorical",NA,TRUE
1861,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.38735125462214,NA
1862,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.521615594625473,NA
1863,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.08056610822678,NA
1864,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.88914428154627,NA
1865,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.5576070745786,NA
1866,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.927248438199361,NA
1867,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.299735149058203,NA
1868,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.62457577387492,NA
1869,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.05722268422445,NA
1870,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.614934980869293,NA
1871,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.40290296077728,NA
1872,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.44930267333984,NA
1873,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.859971423943838,NA
1874,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.13817362984021,NA
1875,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.00553152710199,NA
1876,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.761999517679214,NA
1877,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.24429986874262,NA
1878,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.11860430240631,NA
1879,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.00611472129822,NA
1880,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.54238098363082,NA
1881,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.67433168490728,NA
1882,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.85956980784734,NA
1883,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.271959414084752,NA
1884,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",-2.88776348034541,NA
1885,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.719866812229156,NA
1886,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.24919956922531,NA
1887,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.62388855218887,NA
1888,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.778738180796305,NA
1889,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.825437645117442,NA
1890,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.61867814262708,NA
1891,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.962027341127396,NA
1892,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.50392285982768,NA
1893,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.12538142005603,NA
1894,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.45398928721746,NA
1895,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.3617239544789,NA
1896,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.54637558261553,NA
1897,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.02228577931722,NA
1898,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.68346985181173,NA
1899,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.5723289794599,NA
1900,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.21800521016121,NA
1901,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.07479389508565,NA
1902,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.32628288865089,NA
1903,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.120091003676256,NA
1904,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.47086477279663,NA
1905,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.07283701499303,NA
1906,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.63657983144124,NA
1907,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.91868937015533,NA
1908,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.14629836877187,NA
1909,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.07703892389933,NA
1910,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.16691398620605,NA
1911,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.49883394440015,NA
1912,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.701237152020136,NA
1913,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.02662217617035,NA
1914,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.6044667561849,NA
1915,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.24334702889125,NA
1916,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.63810767730077,NA
1917,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.34190609057744,NA
1918,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.13323098421097,NA
1919,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.08498495817184,NA
1920,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.74443832039833,NA
1921,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.47071832418442,NA
1922,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.03087098896503,NA
1923,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.18304735422134,NA
1924,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.46218747893969,NA
1925,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.36265238126119,NA
1926,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.20278056462606,NA
1927,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.24739083647728,NA
1928,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.69761961698532,NA
1929,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.2443859577179,NA
1930,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.71239074071248,NA
1931,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.45025283098221,NA
1932,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.32644972205162,NA
1933,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.25449752807617,NA
1934,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.10872181256612,NA
1935,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.61132518450419,NA
1936,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.23908106486003,NA
1937,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.739985744158427,NA
1938,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.12439805269241,NA
1939,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.40539283553759,NA
1940,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.36303839087486,NA
1941,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.13758677244186,NA
1942,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.18319765726725,NA
1943,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.56210625171661,NA
1944,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.71891550223033,NA
1945,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.93660332262516,NA
1946,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.61536018053691,NA
1947,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.39303250114123,NA
1948,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.19872735937436,NA
1949,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.86877205471198,NA
1950,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.32848940292994,NA
1951,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.887773056825,NA
1952,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.73699977000554,NA
1953,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.99444047609965,NA
1954,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.64552003145218,NA
1955,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.09528678655624,NA
1956,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.984454055627187,NA
1957,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.07870763540268,NA
1958,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.69616569081942,NA
1959,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.87412193417549,NA
1960,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.04315481334925,NA
1961,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.22749736905098,NA
1962,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.70938245455424,NA
1963,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.602931002775828,NA
1964,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.000471383333206177,NA
1965,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.859162549177806,NA
1966,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.04919091860453,NA
1967,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.57982850074768,NA
1968,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.87051818768183,NA
1969,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.64909589290619,NA
1970,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.12697352965673,NA
1971,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.46920841435591,NA
1972,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.77516978979111,NA
1973,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.57315411170324,NA
1974,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.79683002829552,NA
1975,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.08248007297516,NA
1976,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.55158692598343,NA
1977,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.35659801959991,NA
1978,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.10126147667567,NA
1979,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.04659503698349,NA
1980,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.32505569855372,NA
1981,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.35094354550044,NA
1982,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.33517000079155,NA
1983,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",0.955814798672994,NA
1984,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.89358309904734,NA
1985,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",1.76537146170934,NA
1986,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.446109354496,NA
1987,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical",2.48443510135015,NA
