"year","value","variable","ensemble","model","experiment"
1872,0.300936698913574,"heatflux","r1i1p1","CanESM2","esmHistorical"
1873,0.295632004737854,"heatflux","r1i1p1","CanESM2","esmHistorical"
1874,-0.279294401407242,"heatflux","r1i1p1","CanESM2","esmHistorical"
1875,-0.403731614351273,"heatflux","r1i1p1","CanESM2","esmHistorical"
1876,0.765622437000275,"heatflux","r1i1p1","CanESM2","esmHistorical"
1877,-0.166640311479568,"heatflux","r1i1p1","CanESM2","esmHistorical"
1878,-0.223771169781685,"heatflux","r1i1p1","CanESM2","esmHistorical"
1879,-0.480401754379272,"heatflux","r1i1p1","CanESM2","esmHistorical"
1880,0.650054812431335,"heatflux","r1i1p1","CanESM2","esmHistorical"
1881,0.0332329347729683,"heatflux","r1i1p1","CanESM2","esmHistorical"
1882,-0.452524244785309,"heatflux","r1i1p1","CanESM2","esmHistorical"
1883,-1.1881365776062,"heatflux","r1i1p1","CanESM2","esmHistorical"
1884,-1.68839704990387,"heatflux","r1i1p1","CanESM2","esmHistorical"
1885,-1.96643280982971,"heatflux","r1i1p1","CanESM2","esmHistorical"
1886,-0.977071583271027,"heatflux","r1i1p1","CanESM2","esmHistorical"
1887,-0.00355370668694377,"heatflux","r1i1p1","CanESM2","esmHistorical"
1888,-0.352242946624756,"heatflux","r1i1p1","CanESM2","esmHistorical"
1889,-0.222053900361061,"heatflux","r1i1p1","CanESM2","esmHistorical"
1890,-0.620956361293793,"heatflux","r1i1p1","CanESM2","esmHistorical"
1891,-0.182814180850983,"heatflux","r1i1p1","CanESM2","esmHistorical"
1892,0.135478094220161,"heatflux","r1i1p1","CanESM2","esmHistorical"
1893,0.739957094192505,"heatflux","r1i1p1","CanESM2","esmHistorical"
1894,0.240932762622833,"heatflux","r1i1p1","CanESM2","esmHistorical"
1895,-0.11099062114954,"heatflux","r1i1p1","CanESM2","esmHistorical"
1896,0.060868926346302,"heatflux","r1i1p1","CanESM2","esmHistorical"
1897,-0.06904286891222,"heatflux","r1i1p1","CanESM2","esmHistorical"
1898,0.579144239425659,"heatflux","r1i1p1","CanESM2","esmHistorical"
1899,-0.256334632635117,"heatflux","r1i1p1","CanESM2","esmHistorical"
1900,-0.014175652526319,"heatflux","r1i1p1","CanESM2","esmHistorical"
1901,0.976090252399445,"heatflux","r1i1p1","CanESM2","esmHistorical"
1902,-0.0539157129824162,"heatflux","r1i1p1","CanESM2","esmHistorical"
1903,-1.0720020532608,"heatflux","r1i1p1","CanESM2","esmHistorical"
1904,-0.997319161891937,"heatflux","r1i1p1","CanESM2","esmHistorical"
1905,0.691684722900391,"heatflux","r1i1p1","CanESM2","esmHistorical"
1906,-0.386815935373306,"heatflux","r1i1p1","CanESM2","esmHistorical"
1907,1.16107106208801,"heatflux","r1i1p1","CanESM2","esmHistorical"
1908,0.12265744805336,"heatflux","r1i1p1","CanESM2","esmHistorical"
1909,0.536372900009155,"heatflux","r1i1p1","CanESM2","esmHistorical"
1910,0.426206529140472,"heatflux","r1i1p1","CanESM2","esmHistorical"
1911,-0.0535842329263687,"heatflux","r1i1p1","CanESM2","esmHistorical"
1912,0.0157981310039759,"heatflux","r1i1p1","CanESM2","esmHistorical"
1913,-0.375118315219879,"heatflux","r1i1p1","CanESM2","esmHistorical"
1914,0.0736204162240028,"heatflux","r1i1p1","CanESM2","esmHistorical"
1915,0.113886870443821,"heatflux","r1i1p1","CanESM2","esmHistorical"
1916,0.495853513479233,"heatflux","r1i1p1","CanESM2","esmHistorical"
1917,0.272941768169403,"heatflux","r1i1p1","CanESM2","esmHistorical"
1918,-0.670634984970093,"heatflux","r1i1p1","CanESM2","esmHistorical"
1919,0.780693233013153,"heatflux","r1i1p1","CanESM2","esmHistorical"
1920,-0.251889944076538,"heatflux","r1i1p1","CanESM2","esmHistorical"
1921,0.394226312637329,"heatflux","r1i1p1","CanESM2","esmHistorical"
1922,0.361627519130707,"heatflux","r1i1p1","CanESM2","esmHistorical"
1923,-0.531601190567017,"heatflux","r1i1p1","CanESM2","esmHistorical"
1924,0.0928667560219765,"heatflux","r1i1p1","CanESM2","esmHistorical"
1925,0.340961307287216,"heatflux","r1i1p1","CanESM2","esmHistorical"
1926,0.943515717983246,"heatflux","r1i1p1","CanESM2","esmHistorical"
1927,-0.132637456059456,"heatflux","r1i1p1","CanESM2","esmHistorical"
1928,0.137772619724274,"heatflux","r1i1p1","CanESM2","esmHistorical"
1929,-0.638523757457733,"heatflux","r1i1p1","CanESM2","esmHistorical"
1930,0.696598947048187,"heatflux","r1i1p1","CanESM2","esmHistorical"
1931,0.174820110201836,"heatflux","r1i1p1","CanESM2","esmHistorical"
1932,0.092443436384201,"heatflux","r1i1p1","CanESM2","esmHistorical"
1933,-0.454836457967758,"heatflux","r1i1p1","CanESM2","esmHistorical"
1934,-0.0422309935092926,"heatflux","r1i1p1","CanESM2","esmHistorical"
1935,0.0814277902245522,"heatflux","r1i1p1","CanESM2","esmHistorical"
1936,0.500114798545837,"heatflux","r1i1p1","CanESM2","esmHistorical"
1937,0.549039006233215,"heatflux","r1i1p1","CanESM2","esmHistorical"
1938,-0.0797535628080368,"heatflux","r1i1p1","CanESM2","esmHistorical"
1939,-0.191531345248222,"heatflux","r1i1p1","CanESM2","esmHistorical"
1940,0.578891932964325,"heatflux","r1i1p1","CanESM2","esmHistorical"
1941,0.571618258953094,"heatflux","r1i1p1","CanESM2","esmHistorical"
1942,0.575873851776123,"heatflux","r1i1p1","CanESM2","esmHistorical"
1943,0.229873359203339,"heatflux","r1i1p1","CanESM2","esmHistorical"
1944,0.0428994707763195,"heatflux","r1i1p1","CanESM2","esmHistorical"
1945,0.035142358392477,"heatflux","r1i1p1","CanESM2","esmHistorical"
1946,-0.200140729546547,"heatflux","r1i1p1","CanESM2","esmHistorical"
1947,0.207962900400162,"heatflux","r1i1p1","CanESM2","esmHistorical"
1948,0.10887985676527,"heatflux","r1i1p1","CanESM2","esmHistorical"
1949,0.463954746723175,"heatflux","r1i1p1","CanESM2","esmHistorical"
1950,0.491712301969528,"heatflux","r1i1p1","CanESM2","esmHistorical"
1951,0.382670253515244,"heatflux","r1i1p1","CanESM2","esmHistorical"
1952,0.233920410275459,"heatflux","r1i1p1","CanESM2","esmHistorical"
1953,0.268066346645355,"heatflux","r1i1p1","CanESM2","esmHistorical"
1954,0.475965112447739,"heatflux","r1i1p1","CanESM2","esmHistorical"
1955,-0.594986736774445,"heatflux","r1i1p1","CanESM2","esmHistorical"
1956,0.54450535774231,"heatflux","r1i1p1","CanESM2","esmHistorical"
1957,-0.0609367452561855,"heatflux","r1i1p1","CanESM2","esmHistorical"
1958,0.766357839107513,"heatflux","r1i1p1","CanESM2","esmHistorical"
1959,-0.179379031062126,"heatflux","r1i1p1","CanESM2","esmHistorical"
1960,0.0608185008168221,"heatflux","r1i1p1","CanESM2","esmHistorical"
1961,0.271873414516449,"heatflux","r1i1p1","CanESM2","esmHistorical"
1962,0.0499983355402946,"heatflux","r1i1p1","CanESM2","esmHistorical"
1963,-1.74184596538544,"heatflux","r1i1p1","CanESM2","esmHistorical"
1964,-1.61651575565338,"heatflux","r1i1p1","CanESM2","esmHistorical"
1965,0.271567404270172,"heatflux","r1i1p1","CanESM2","esmHistorical"
1966,-0.181481793522835,"heatflux","r1i1p1","CanESM2","esmHistorical"
1967,-0.313385516405106,"heatflux","r1i1p1","CanESM2","esmHistorical"
1968,0.443498879671097,"heatflux","r1i1p1","CanESM2","esmHistorical"
1969,0.292596518993378,"heatflux","r1i1p1","CanESM2","esmHistorical"
1970,0.154648378491402,"heatflux","r1i1p1","CanESM2","esmHistorical"
1971,0.0438527911901474,"heatflux","r1i1p1","CanESM2","esmHistorical"
1972,0.549826622009277,"heatflux","r1i1p1","CanESM2","esmHistorical"
1973,0.911499261856079,"heatflux","r1i1p1","CanESM2","esmHistorical"
1974,0.454244345426559,"heatflux","r1i1p1","CanESM2","esmHistorical"
1975,-0.298907965421677,"heatflux","r1i1p1","CanESM2","esmHistorical"
1976,0.616542935371399,"heatflux","r1i1p1","CanESM2","esmHistorical"
1977,1.5121009349823,"heatflux","r1i1p1","CanESM2","esmHistorical"
1978,0.496005177497864,"heatflux","r1i1p1","CanESM2","esmHistorical"
1979,1.10187125205994,"heatflux","r1i1p1","CanESM2","esmHistorical"
1980,-0.0460739135742188,"heatflux","r1i1p1","CanESM2","esmHistorical"
1981,1.08020889759064,"heatflux","r1i1p1","CanESM2","esmHistorical"
1982,-0.286135494709015,"heatflux","r1i1p1","CanESM2","esmHistorical"
1983,-0.311186522245407,"heatflux","r1i1p1","CanESM2","esmHistorical"
1984,1.03330373764038,"heatflux","r1i1p1","CanESM2","esmHistorical"
1985,0.308007597923279,"heatflux","r1i1p1","CanESM2","esmHistorical"
1986,0.787342369556427,"heatflux","r1i1p1","CanESM2","esmHistorical"
1987,0.355240494012833,"heatflux","r1i1p1","CanESM2","esmHistorical"
1988,1.32007777690887,"heatflux","r1i1p1","CanESM2","esmHistorical"
1989,0.268470883369446,"heatflux","r1i1p1","CanESM2","esmHistorical"
1990,0.796809196472168,"heatflux","r1i1p1","CanESM2","esmHistorical"
1991,0.102131068706512,"heatflux","r1i1p1","CanESM2","esmHistorical"
1992,-0.682757139205933,"heatflux","r1i1p1","CanESM2","esmHistorical"
1993,0.484993636608124,"heatflux","r1i1p1","CanESM2","esmHistorical"
1994,0.601934969425201,"heatflux","r1i1p1","CanESM2","esmHistorical"
1995,1.68471300601959,"heatflux","r1i1p1","CanESM2","esmHistorical"
1996,1.15949130058289,"heatflux","r1i1p1","CanESM2","esmHistorical"
1997,1.70455312728882,"heatflux","r1i1p1","CanESM2","esmHistorical"
1998,1.35527312755585,"heatflux","r1i1p1","CanESM2","esmHistorical"
1999,1.26031422615051,"heatflux","r1i1p1","CanESM2","esmHistorical"
2000,1.35382401943207,"heatflux","r1i1p1","CanESM2","esmHistorical"
2001,1.8932923078537,"heatflux","r1i1p1","CanESM2","esmHistorical"
2002,1.71796631813049,"heatflux","r1i1p1","CanESM2","esmHistorical"
2003,0.550741910934448,"heatflux","r1i1p1","CanESM2","esmHistorical"
2004,1.5694854259491,"heatflux","r1i1p1","CanESM2","esmHistorical"
2005,1.44043207168579,"heatflux","r1i1p1","CanESM2","esmHistorical"
1861,1.38735115528107,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1862,0.521615624427795,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1863,2.08056616783142,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1864,1.88914430141449,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1865,1.55760717391968,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1866,0.927248358726501,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1867,0.299735128879547,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1868,1.6245756149292,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1869,1.05722260475159,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1870,0.614934980869293,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1871,1.40290319919586,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1872,1.44930255413055,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1873,0.859971225261688,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1874,1.13817358016968,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1875,1.00553143024445,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1876,0.761999547481537,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1877,1.24429988861084,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1878,2.1186044216156,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1879,1.00611472129822,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1880,1.54238080978394,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1881,1.67433178424835,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1882,1.85956966876984,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1883,0.271959215402603,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1884,-2.88776350021362,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1885,0.719866573810577,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1886,1.24919939041138,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1887,1.62388861179352,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1888,0.778738141059875,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1889,0.825437545776367,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1890,1.61867821216583,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1891,0.962027370929718,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1892,1.50392270088196,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1893,2.12538123130798,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1894,1.45398926734924,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1895,1.36172389984131,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1896,1.54637551307678,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1897,1.02228569984436,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1898,1.68346989154816,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1899,1.57232880592346,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1900,1.21800518035889,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1901,1.0747936964035,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1902,1.32628297805786,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1903,0.120090901851654,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1904,1.47086477279663,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1905,1.07283699512482,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1906,1.63657987117767,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1907,1.91868937015533,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1908,1.1462984085083,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1909,2.07703876495361,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1910,2.16691374778748,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1911,1.49883389472961,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1912,0.701237201690674,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1913,1.02662205696106,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1914,1.60446667671204,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1915,1.24334692955017,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1916,1.63810765743256,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1917,1.34190618991852,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1918,1.1332311630249,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1919,1.08498501777649,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1920,1.74443829059601,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1921,1.47071826457977,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1922,1.03087103366852,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1923,1.18304741382599,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1924,1.46218752861023,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1925,1.36265254020691,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1926,1.2027804851532,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1927,1.2473908662796,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1928,1.69761967658997,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1929,2.2443859577179,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1930,1.71239066123962,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1931,1.45025289058685,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1932,1.32644963264465,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1933,1.25449752807617,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1934,1.10872161388397,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1935,2.61132502555847,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1936,2.23908114433289,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1937,0.739985764026642,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1938,2.12439799308777,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1939,2.40539264678955,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1940,1.3630383014679,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1941,1.13758671283722,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1942,1.18319773674011,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1943,1.56210625171661,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1944,1.7189154624939,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1945,1.936603307724,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1946,1.61536026000977,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1947,0.3930324614048,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1948,2.19872736930847,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1949,1.86877202987671,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1950,1.32848954200745,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1951,1.8877729177475,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1952,1.73699998855591,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1953,0.994440376758575,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1954,1.64551997184753,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1955,1.09528684616089,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1956,0.984454035758972,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1957,2.07870769500732,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1958,1.6961658000946,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1959,1.87412202358246,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1960,1.04315483570099,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1961,2.22749733924866,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1962,1.70938241481781,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1963,0.602930963039398,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1964,0.000471561739686877,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1965,0.859162449836731,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1966,2.04919075965881,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1967,1.57982850074768,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1968,1.87051820755005,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1969,1.64909589290619,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1970,2.12697339057922,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1971,2.46920824050903,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1972,1.77516984939575,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1973,1.57315409183502,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1974,2.79683017730713,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1975,2.08247995376587,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1976,2.55158686637878,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1977,1.35659801959991,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1978,2.10126137733459,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1979,2.04659509658813,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1980,2.32505583763123,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1981,2.35094356536865,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1982,0.335170060396194,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1983,0.95581465959549,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1984,1.89358329772949,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1985,1.76537132263184,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1986,2.44610929489136,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1987,2.48443508148193,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1988,2.4482855796814,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1989,2.92677688598633,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1990,2.69809556007385,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1991,0.0712715908885002,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1992,-1.23969149589539,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1993,2.44803905487061,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1994,2.88454008102417,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1995,2.09824681282043,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1996,2.69519519805908,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1997,1.62940812110901,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1998,2.01471734046936,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1999,2.79797172546387,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
2000,2.71673989295959,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
2001,2.04444003105164,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
2002,2.01791477203369,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
2003,2.73146080970764,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
2004,3.32725715637207,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
2005,1.56832528114319,"heatflux","r1i1p1","GFDL-ESM2G","esmHistorical"
1861,1.6876984834671,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1862,1.4865335226059,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1863,0.372624903917313,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1864,0.735903918743134,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1865,1.54885101318359,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1866,1.58705794811249,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1867,1.05926835536957,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1868,1.91665613651276,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1869,1.62917017936707,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1870,1.25811207294464,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1871,1.11570012569427,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1872,0.520780324935913,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1873,1.22963905334473,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1874,1.42829585075378,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1875,1.65245938301086,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1876,0.801432132720947,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1877,0.00094356806948781,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1878,2.56554698944092,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1879,1.70241475105286,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1880,1.35042452812195,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1881,1.72628211975098,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
1882,0.943533718585968,"heatflux","r1i1p1","GFDL-ESM2M","esmHistorical"
